competitor_id,name,country,country_code,abbreviation
sr:competitor:387066,"Forejtek, Jonas",Czechia,CZE,FOR
sr:competitor:381022,"Wendelken, Harry",Great Britain,GBR,WEN
sr:competitor:452691,"Araujo, Pedro",Portugal,PRT,ARA
sr:competitor:681071,"Ganta, Sai Karteek Reddy",India,IND,GAN
sr:competitor:111609,"Barroso Campos, Alberto",Spain,ESP,BAR
sr:competitor:437734,"Shin, Woobin",Republic of Korea,KOR,SHI
sr:competitor:229024,"Zahraj, Patrick",Germany,DEU,ZAH
sr:competitor:118166,"Bakshi, Aleksandre",Georgia,GEO,BAK
sr:competitor:407791,"Mackinlay, James",Great Britain,GBR,MAC
sr:competitor:57703,"Pouille, Lucas",France,FRA,POU
sr:competitor:429603,"Rune, Holger",Denmark,DNK,RUN
sr:competitor:163504,"Medvedev, Daniil",Neutral,NULL,MED
sr:competitor:225050,"Sinner, Jannik",Italy,ITA,SIN
sr:competitor:193912,"Dev, S D Prajwal",India,IND,DEV
sr:competitor:286367,"Krutykh, Oleksii",Ukraine,UKR,KRU
sr:competitor:54903,"Karlovskiy, Evgeny",Neutral,NULL,KAR
sr:competitor:855911,"Hrazdil, Jan",Czechia,CZE,HRA
sr:competitor:90798,"Halys, Quentin",France,FRA,HAL
sr:competitor:207777,"Imamura, Masamichi",Japan,JPN,IMA
sr:competitor:679701,"Gueymard Wayenburg, Sascha",France,FRA,GUE
sr:competitor:280559,"Catini, Niccolo",Italy,ITA,CAT
sr:competitor:309954,"Droguet, Titouan",France,FRA,DRO
sr:competitor:750283,"Isomura, Kokoro",Japan,JPN,ISO
sr:competitor:244388,"Kalyanpur, Adil",India,IND,KAL
sr:competitor:16852,"Uzhylovskyi, Volodoymyr",Ukraine,UKR,UZV
sr:competitor:947875,"Zhou, Yi",China,CHN,ZHO
sr:competitor:215696,"Schell, Niklas",Germany,DEU,SCH
sr:competitor:385204,"Verbin, Pavel",Neutral,NULL,VER
sr:competitor:130442,"Rai, Ajeet",New Zealand,NZL,RAI
sr:competitor:43761,"Collarini, Andrea",Argentina,ARG,COL
sr:competitor:95939,"Whitehouse, Mark",Great Britain,GBR,WHI
sr:competitor:220590,"Huang, Tsung-Hao",Chinese Taipei,TPE,HUA
sr:competitor:378220,"Huertas Del Pino Cordova, Arklon",Peru,PER,HUE
sr:competitor:116616,"Clarke, Jay",Great Britain,GBR,CLA
sr:competitor:564952,"Kusuhara, Yusuke",Japan,JPN,KUS
sr:competitor:497320,"Visker, Niels",Netherlands,NLD,VIS
sr:competitor:138712,"Oradini, Giovanni",Italy,ITA,ORA
sr:competitor:298118,"Summers, Matthew",Great Britain,GBR,SUM
sr:competitor:973963,"Watt, James",New Zealand,NZL,WAT
sr:competitor:263857,"De Krom, Michiel",Netherlands,NLD,DE
sr:competitor:976405,"Taguchi, Ryotaro",Japan,JPN,TAG
sr:competitor:51100,"Roca Batalla, Oriol",Spain,ESP,ROC
sr:competitor:215492,"Cui, Jie",China,CHN,CUI
sr:competitor:620338,"Sharipov, Marat",Neutral,NULL,SHA
sr:competitor:785974,"La Serna, Juan Manuel",Argentina,ARG,LA
sr:competitor:22962,"Jebavy, Roman",Czechia,CZE,JEB
sr:competitor:240876,"Crawford, Oliver",Great Britain,GBR,CRA
sr:competitor:182086,"Bass, Finn",Great Britain,GBR,BAS
sr:competitor:57021,"Kovalik, Jozef",Slovakia,SVK,KOV
sr:competitor:644676,"Milev, Yanaki",Bulgaria,BGR,MIL
sr:competitor:208123,"Maginley, Jody",Antigua and Barbuda,ATG,MAG
sr:competitor:763108,"Mensik, Jakub",Czechia,CZE,MEN
sr:competitor:339377,"Lehecka, Jiri",Czechia,CZE,LEH
sr:competitor:294300,"Nakashima, Brandon",USA,USA,NAK
sr:competitor:185388,"Humbert, Ugo",France,FRA,HUM
sr:competitor:194668,"Wenger, Damien",Switzerland,CHE,WEN
sr:competitor:287543,"Hulme, Matt",Australia,AUS,HUL
sr:competitor:565070,"Monday, Johannus",Great Britain,GBR,MON
sr:competitor:205773,"Sanchez Jover, Carlos",Spain,ESP,SAN
sr:competitor:210502,"Kopp, Sandro",Austria,AUT,KOP
sr:competitor:272245,"Latinovic, Stefan",Serbia,SRB,LAT
sr:competitor:49172,"Dzumhur, Damir",Bosnia & Herzegovina,BIH,DZU
sr:competitor:515510,"Heide, Gustavo",Brazil,BRA,HEI
sr:competitor:65606,"Agamenone, Franco",Italy,ITA,AGA
sr:competitor:138528,"Mejia, Nicolas",Colombia,COL,MEJ
sr:competitor:359608,"Maestrelli, Francesco",Italy,ITA,MAE
sr:competitor:16781,"Sharan, Divij",India,IND,SHA
sr:competitor:321667,"Mayot, Harold",France,FRA,MAY
sr:competitor:50901,"Popko, Dmitry",Kazakhstan,KAZ,POP
sr:competitor:439474,"Jermar, Jan",Czechia,CZE,JER
sr:competitor:873679,"Bondioli, Federico",Italy,ITA,BON
sr:competitor:156826,"van Wyk, Kris",South Africa,ZAF,VAN
sr:competitor:405969,"Paulson, Andrew",Czechia,CZE,PAU
sr:competitor:833418,"Del Pino, Mateo",Argentina,ARG,DEL
sr:competitor:121668,"Meligeni Alves, Felipe",Brazil,BRA,MEL
sr:competitor:435758,"Vanshelboim, Eric",Ukraine,UKR,VAN
sr:competitor:215778,"Izquierdo Luque, Rafael",Spain,ESP,IZQ
sr:competitor:202681,"Marrero Curbelo, Ivan",Spain,ESP,MAR
sr:competitor:119126,"Taylor, Adam (1991)",Australia,AUS,TAY
sr:competitor:163636,"Klein, Lukas",Slovakia,SVK,KLE
sr:competitor:119248,"Ruud, Casper",Norway,NOR,RUU
sr:competitor:161262,"Seyboth Wild, Thiago",Brazil,BRA,SEY
sr:competitor:54573,"Coria, Federico",Argentina,ARG,COR
sr:competitor:345060,"Kingsley, Cannon",USA,USA,KIN
sr:competitor:447733,"Hands, Tom",Great Britain,GBR,HAN
sr:competitor:951223,"Sanchez Quilez, Alejo",Spain,ESP,SAN
sr:competitor:256375,"Jeong, Yeongseok",Republic of Korea,KOR,JEO
sr:competitor:242556,"McHugh, Aidan",Great Britain,GBR,MCH
sr:competitor:524256,"Beckley, Alec",South Africa,ZAF,BEC
sr:competitor:418163,"Perfetti, Noah",Italy,ITA,PER
sr:competitor:269535,"Potenza, Luca",Italy,ITA,POT
sr:competitor:96239,"Durasovic, Viktor",Norway,NOR,DUR
sr:competitor:48281,"Rungkat, Christopher",Indonesia,IDN,RUN
sr:competitor:177686,"Barranco Cosano, Javier",Spain,ESP,BAR
sr:competitor:282183,"Rottoli, Lorenzo",Italy,ITA,ROT
sr:competitor:180446,"Wessels, Louis",Germany,DEU,WES
sr:competitor:100317,"Turker, Mert Naci",Turkiye,TUR,TUR
sr:competitor:404753,"Saritas, Gokberk",Turkiye,TUR,SAR
sr:competitor:104967,"Brouwer, Gijs",Netherlands,NLD,BRO
sr:competitor:58783,"Song, Min-Kyu",Republic of Korea,KOR,SON
sr:competitor:213170,"Blanchet, Ugo",France,FRA,BLA
sr:competitor:301896,"Ovcharenko, Oleksandr",Ukraine,UKR,OVC
sr:competitor:65992,"Paz, Juan Pablo",Argentina,ARG,PAZ
sr:competitor:60592,"Lee, Jeamoon",Republic of Korea,KOR,LEE
sr:competitor:283451,"Rodriguez, Lorenzo Joaquin",Argentina,ARG,ROD
sr:competitor:252233,"Tang, Sheng",China,CHN,TAN
sr:competitor:15743,"Istomin, Denis",Uzbekistan,UZB,IST
sr:competitor:978579,"Ghazouani Durand, Yanis",France,FRA,GHA
sr:competitor:137890,"Vale, Duarte",Portugal,PRT,VAL
sr:competitor:283965,"Suresh, Dhakshineswar",India,IND,SUR
sr:competitor:93589,"Kellovsky, Dominik",Czechia,CZE,KEL
sr:competitor:57759,"Oliveira, Gonzalo",Venezuela,VEN,OLI
sr:competitor:71280,"Kokkinakis, Thanasi",Australia,AUS,KOK
sr:competitor:310974,"De Jong, Jesper",Netherlands,NLD,DEJ
sr:competitor:88992,"Muller, Alexandre",France,FRA,MUL
sr:competitor:217038,"Seeman, Johannes",Estonia,EST,SEE
sr:competitor:938667,"Schwaerzler, Joel",Austria,AUT,SCH
sr:competitor:682903,"Nakagawa, Shunsuke",Japan,JPN,NAK
sr:competitor:114885,"Nikles, Johan",Switzerland,CHE,NIK
sr:competitor:181384,"Sinha, Nitin Kumar",India,IND,SIN
sr:competitor:570833,"Rodriguez Rodriguez, Johan Alexander",Colombia,COL,ROD
sr:competitor:684577,"Muller, Rik",Netherlands,NLD,MUL
sr:competitor:64790,"Kalovelonis, Markos",Greece,GRC,KAL
sr:competitor:759758,"Sakellaridis, Dimitris",Greece,GRC,SAK
sr:competitor:56361,"Sels, Jelle",Netherlands,NLD,SEL
sr:competitor:130438,"Ponwith, Nathan",USA,USA,PON
sr:competitor:57327,"Domingues, Joao",Portugal,PRT,DOM
sr:competitor:307112,"Erel, Yanki",Turkiye,TUR,ERE
sr:competitor:312728,"Stewart, Hamish",Great Britain,GBR,STE
sr:competitor:997473,"Bernet, Henry",Switzerland,CHE,BER
sr:competitor:107625,"Janvier, Maxime",France,FRA,JAN
sr:competitor:990785,"Zheng, Zhan",China,CHN,ZHE
sr:competitor:501410,"Hignett, Liam",Great Britain,GBR,HIG
sr:competitor:152898,"Gengel, Marek",Czechia,CZE,GEN
sr:competitor:809324,"Pacheco Mendez, Rodrigo",Mexico,MEX,PAC
sr:competitor:418167,"Garcian, Axel",France,FRA,GAR
sr:competitor:54975,"Casanova, Hernan",Argentina,ARG,CAS
sr:competitor:137892,"Otegui, Juan Bautista",Argentina,ARG,OTE
sr:competitor:294248,"Hellum Lilleengen, Lukas",Norway,NOR,HEL
sr:competitor:675167,"Javia, Dev",India,IND,JAV
sr:competitor:322729,"Bueno Gil, Alvaro",Spain,ESP,BUE
sr:competitor:382056,"Bouquier, Arthur",France,FRA,BOU
sr:competitor:220932,"Shin, Sanhui",Republic of Korea,KOR,SHI
sr:competitor:403357,"Thayne, Wally",USA,USA,THA
sr:competitor:867575,"Massard, Loann",France,FRA,MAS
sr:competitor:76251,"Bobrov, Bogdan",Neutral,NULL,BOB
sr:competitor:457059,"Montes-de la Torre, Inaki",Spain,ESP,MON
sr:competitor:199196,"Sanchez Izquierdo, Nikolas",Spain,ESP,SAI
sr:competitor:327067,"Beloborodko, Illya",Ukraine,UKR,BI
sr:competitor:39711,"Duckworth, James",Australia,AUS,DUC
sr:competitor:341218,"Colson, Tibo",Belgium,BEL,COL
sr:competitor:101157,"Rybakov, Alex",USA,USA,RYB
sr:competitor:390486,"Farjat, Tomas",Argentina,ARG,FAR
sr:competitor:47767,"Lamasine, Tristan",France,FRA,LAM
sr:competitor:833442,"Schiessl, Joao Eduardo",Brazil,BRA,SCH
sr:competitor:373348,"Pucinelli de Almeida, Matheus",Brazil,BRA,PDA
sr:competitor:269523,"Bax, Florent",France,FRA,BAX
sr:competitor:113859,"Bellier, Antoine",Switzerland,CHE,BEL
sr:competitor:268725,"Ramskogler, Gregor",Austria,AUT,RAM
sr:competitor:609146,"Okonkwo, Oliver",Great Britain,GBR,OKO
sr:competitor:246745,"Tajima, Naoki",Japan,JPN,TAJ
sr:competitor:373852,"Zink, Tyler",USA,USA,ZIN
sr:competitor:801374,"Gea, Arthur",France,FRA,GEA
sr:competitor:161874,"Corwin, Felix",USA,USA,COR
sr:competitor:434058,"Boscardin Dias, Pedro",Brazil,BRA,BOS
sr:competitor:908699,"Bilardo, Jacopo",Italy,ITA,BIL
sr:competitor:72376,"Siniakova, Katerina",Czechia,CZE,SIN
sr:competitor:74949,"Routliffe, Erin",New Zealand,NZL,ROU
sr:competitor:51387,"Townsend, Taylor",USA,USA,TOW
sr:competitor:43860,"Dabrowski, Gabriela",Canada,CAN,DAB
sr:competitor:64496,"Ostapenko, Jelena",Latvia,LVA,OST
sr:competitor:41520,"Kichenok, Lyudmyla",Ukraine,UKR,KIC
sr:competitor:64021,"Krawczyk, Desirae",USA,USA,KRA
sr:competitor:18936,"Hsieh, Su-Wei",Chinese Taipei,TPE,HSI
sr:competitor:119670,"Perez, Ellen",Australia,AUS,PER
sr:competitor:19202,"Errani, Sara",Italy,ITA,ERR
sr:competitor:69208,"Paolini, Jasmine",Italy,ITA,PAO
sr:competitor:46084,"Melichar-Martinez, Nicole",USA,USA,MEL
sr:competitor:19932,"Muhammad, Asia",USA,USA,MUH
sr:competitor:123824,"Dolehide, Caroline",USA,USA,DOL
sr:competitor:48625,"Chan, Hao-Ching",Chinese Taipei,TPE,CHA
sr:competitor:66968,"Kudermetova, Veronika",Neutral,NULL,KUD
sr:competitor:47810,"Khromacheva, Irina",Neutral,NULL,KHR
sr:competitor:19607,"Zhang, Shuai",China,CHN,ZHA
sr:competitor:69718,"Danilina, Anna",Kazakhstan,KAZ,DAN
sr:competitor:37508,"Siegemund, Laura",Germany,DEU,SIE
sr:competitor:78551,"Mertens, Elise",Belgium,BEL,MER
sr:competitor:373352,"Gauff, Coco",USA,USA,GAU
sr:competitor:99131,"Bucsa, Cristina",Spain,ESP,BUC
sr:competitor:18354,"Mattek-Sands, Bethanie",USA,USA,MAT
sr:competitor:50537,"Schuurs, Demi",Netherlands,NLD,SCH
sr:competitor:33593,"Mladenovic, Kristina",France,FRA,MLA
sr:competitor:91960,"Kenin, Sofia",USA,USA,KEN
sr:competitor:96075,"Stefani, Luisa",Brazil,BRA,STE
sr:competitor:24431,"Panova, Alexandra",Neutral,NULL,PAN
sr:competitor:588071,"Shnaider, Diana",Neutral,NULL,SHN
sr:competitor:289507,"Fernandez, Leylah Annie",Canada,CAN,FER
sr:competitor:871583,"Andreeva, Mirra",Neutral,NULL,AND
sr:competitor:153652,"Guo, Hanyu",China,CHN,GUO
sr:competitor:19655,"Niculescu, Monica",Romania,ROU,NIC
sr:competitor:66432,"Kato, Miyu",Japan,JPN,KAT
sr:competitor:43102,"Babos, Timea",Hungary,HUN,BAB
sr:competitor:166124,"Olmos, Giuliana",Mexico,MEX,OLM
sr:competitor:49682,"Kichenok, Nadiia",Ukraine,UKR,KIC
sr:competitor:47801,"Eikeri, Ulrikke",Norway,NOR,EIK
sr:competitor:129714,"Nicholls, Olivia",Great Britain,GBR,NIC
sr:competitor:60392,"Sorribes Tormo, Sara",Spain,ESP,SOR
sr:competitor:51481,"Sutjiadi, Aldila",Indonesia,IDN,SUT
sr:competitor:60398,"Krejcikova, Barbora",Czechia,CZE,KRE
sr:competitor:272217,"Wang, Xinyu",China,CHN,WAN
sr:competitor:19974,"Xu, Yifan",China,CHN,YIF
sr:competitor:70784,"Hozumi, Eri",Japan,JPN,HOZ
sr:competitor:142996,"Mihalikova, Tereza",Slovakia,SVK,MIH
sr:competitor:182178,"Wu, Fang-Hsien",Chinese Taipei,TPE,FAN
sr:competitor:43547,"Aoyama, Shuko",Japan,JPN,AOY
sr:competitor:44834,"Pegula, Jessica",USA,USA,PEG
sr:competitor:103901,"Ruse, Elena-Gabriela",Romania,ROU,RUS
sr:competitor:150122,"Jiang, Xinyu",China,CHN,JIA
sr:competitor:138452,"Shibahara, Ena",Japan,JPN,SHI
sr:competitor:45835,"Hunter, Storm",Australia,AUS,HUN
sr:competitor:105463,"Bouzkova, Marie",Czechia,CZE,BOU
sr:competitor:60668,"Ninomiya, Makoto",Japan,JPN,NIN
sr:competitor:47697,"Zheng, Saisai",China,CHN,ZHE
sr:competitor:278887,"Kostyuk, Marta",Ukraine,UKR,KOS
sr:competitor:128584,"Samsonova, Liudmila",Neutral,NULL,SAM
sr:competitor:61606,"Sizikova, Yana",Neutral,NULL,SIZ
sr:competitor:157672,"Stollar, Fanny",Hungary,HUN,STO
sr:competitor:19731,"Piter, Katarzyna",Poland,POL,PIT
sr:competitor:53789,"Dart, Harriet",Great Britain,GBR,DAR
sr:competitor:135854,"Neel, Ingrid",Estonia,EST,NEE
sr:competitor:252223,"Rakhimova, Kamilla",Neutral,NULL,RAK
sr:competitor:23158,"Stephens, Sloane",USA,USA,STE
sr:competitor:37504,"Kalashnikova, Oksana",Georgia,GEO,KAL
sr:competitor:215476,"Siskova, Anna",Czechia,CZE,SIS
sr:competitor:549759,"Krueger, Ashlyn",USA,USA,KRU
sr:competitor:52695,"Moratelli, Angelica",Italy,ITA,MOR
sr:competitor:59702,"Haddad Maia, Beatriz",Brazil,BRA,HAD
sr:competitor:69602,"Lumsden, Maia",Great Britain,GBR,LUM
sr:competitor:41524,"Krunic, Aleksandra",Serbia,SRB,KA
sr:competitor:67759,"Alexandrova, Ekaterina",Neutral,NULL,ALE
sr:competitor:41877,"Yuan, Yue",China,CHN,YUA
sr:competitor:194106,"Tang, Qianhui",China,CHN,TAN
sr:competitor:234150,"Potapova, Anastasia",Neutral,NULL,POT
sr:competitor:42289,"Linette, Magda",Poland,POL,LIN
sr:competitor:286435,"Gadecki, Olivia",Australia,AUS,GAD
sr:competitor:256547,"Parks, Alycia",USA,USA,PAR
sr:competitor:71754,"Martins, Ingrid",Brazil,BRA,MAR
sr:competitor:18298,"Zvonareva, Vera",Neutral,NULL,ZVO
sr:competitor:44977,"Santamaria, Sabrina",USA,USA,SAN
sr:competitor:73542,"Gleason, Quinn",USA,USA,GLE
sr:competitor:168526,"Appleton, Emily",Great Britain,GBR,APP
sr:competitor:48451,"Cavalle-Reimers, Yvonne",Spain,ESP,CAV
sr:competitor:54175,"Zimmermann, Kimberley",Belgium,BEL,ZIM
sr:competitor:111189,"Zarazua, Renata",Mexico,MEX,ZAR
sr:competitor:52025,"Wang, Yafan",China,CHN,WAN
sr:competitor:51651,"Rosatello, Camilla",Italy,ITA,ROS
sr:competitor:121760,"Anshba, Amina",Neutral,NULL,ANS
sr:competitor:401055,"Noskova, Linda",Czechia,CZE,NOS
sr:competitor:182054,"Skoch, Miriam",Czechia,CZE,SKO
sr:competitor:90664,"Kalinina, Anhelina",Ukraine,UKR,KAL
sr:competitor:173748,"Detiuc, Anastasia",Czechia,CZE,DET
sr:competitor:150574,"Bondar, Anna",Hungary,HUN,BON
sr:competitor:41404,"Watson, Heather",Great Britain,GBR,WAT
sr:competitor:192130,"Blinkova, Anna",Neutral,NULL,BLI
sr:competitor:318195,"Parry, Diane",France,FRA,PAR
sr:competitor:42492,"Kawa, Katarzyna",Poland,POL,KAW
sr:competitor:72450,"Hibino, Nao",Japan,JPN,HIB
sr:competitor:88310,"Sherif Ahmed Abdelaziz, Maiar",Egypt,EGY,SHE
sr:competitor:799304,"Pridankina, Elena",Neutral,NULL,PRI
sr:competitor:227486,"Zantedeschi, Aurora",Italy,ITA,ZAN
sr:competitor:262759,"Wang, Xiyu",China,CHN,WAN
sr:competitor:210558,"Jorge, Francisca",Portugal,PRT,JOR
sr:competitor:45545,"Putintseva, Yulia",Kazakhstan,KAZ,PUT
sr:competitor:335171,"Uchijima, Moyuka",Japan,JPN,UCH
sr:competitor:378340,"Corley, Carmen",USA,USA,COR
sr:competitor:51943,"Strakhova, Valeriya",Ukraine,UKR,STR
sr:competitor:152804,"Vondrousova, Marketa",Czechia,CZE,VON
sr:competitor:215598,"Vedder, Eva",Netherlands,NLD,VED
sr:competitor:92879,"Shymanovich, Iryna",Neutral,NULL,SHY
sr:competitor:49907,"Murray Sharan, Samantha",Great Britain,GBR,MUS
sr:competitor:108621,"Kempen, Magali",Belgium,BEL,KEM
sr:competitor:418583,"Haverlag, Isabelle",Netherlands,NLD,HAV
sr:competitor:143140,"Aney, Jessie",USA,USA,ANE
sr:competitor:53288,"Silva, Eden",Great Britain,GBR,SIL
sr:competitor:360038,"Stearns, Peyton",USA,USA,STE
sr:competitor:453301,"Jorge, Matilde",Portugal,PRT,JOR
sr:competitor:67430,"Cascino, Estelle",France,FRA,CAS
sr:competitor:19847,"Rus, Arantxa",Netherlands,NLD,RUS
sr:competitor:303814,"Tikhonova, Anastasia",Neutral,NULL,TIK
sr:competitor:161270,"Salden, Lara",Belgium,BEL,SAL
sr:competitor:628178,"Brooks, Madeleine",Great Britain,GBR,BRO
sr:competitor:50915,"Plipuech, Peangtarn",Thailand,THA,PLI
sr:competitor:19546,"Pavlyuchenkova, Anastasia",Neutral,NULL,PAV
sr:competitor:87090,"Chong, Eudice","Hong Kong, China",HKG,CHO
sr:competitor:118096,"Papadakis, Lena",Germany,DEU,PAP
sr:competitor:235260,"Chwalinska, Maja",Poland,POL,CHW
sr:competitor:45902,"Sasnovich, Aliaksandra",Neutral,NULL,SAS
sr:competitor:98607,"Chang, Sophie",USA,USA,CHA
sr:competitor:473609,"Kubka, Martyna",Poland,POL,KUB
sr:competitor:867519,"Tsao, Chia Yi",Chinese Taipei,TPE,TSA
sr:competitor:52489,"Schoofs, Bibiane",Netherlands,NLD,SCH
sr:competitor:179146,"Kalinskaya, Anna",Neutral,NULL,KAL
sr:competitor:64085,"Pigossi, Laura",Brazil,BRA,PIG
sr:competitor:771430,"Naef, Celine",Switzerland,CHE,NAE
sr:competitor:256447,"Monnet, Carole",France,FRA,MON
sr:competitor:61526,"Thombare, Prarthana",India,IND,THO
sr:competitor:72758,"Cristian, Jaqueline",Romania,ROU,CRI
sr:competitor:228418,"Navarro, Emma",USA,USA,NAV
sr:competitor:297588,"Romero Gormaz, Leyre",Spain,ESP,ROM
sr:competitor:448121,"Rogers, Anna",USA,USA,ROG
sr:competitor:226306,"Corley, Ivana",USA,USA,COR
sr:competitor:133662,"Badosa, Paula",Spain,ESP,BAD
sr:competitor:345070,"Arseneault, Ariana",Canada,CAN,ARS
sr:competitor:46528,"Perrin, Conny",Switzerland,CHE,PER
sr:competitor:373354,"Cocciaretto, Elisabetta",Italy,ITA,COC
sr:competitor:147506,"Fourlis, Jaimee",Australia,AUS,FOU
sr:competitor:92877,"Fossa Huergo, Nicole",Italy,ITA,FOS
sr:competitor:99429,"Hule, Petra",Australia,AUS,HUL
sr:competitor:369524,"Erjavec, Veronika",Slovenia,SVN,ERJ
sr:competitor:46428,"Maleckova, Jesika",Czechia,CZE,MAL
sr:competitor:227390,"Brancaccio, Nuria",Italy,ITA,BRA
sr:competitor:208125,"Liang, En-Shuo",Chinese Taipei,TPE,LIA
sr:competitor:235252,"Kozyreva, Maria",Neutral,NULL,KOZ
sr:competitor:170880,"Kononova, Maria",Neutral,NULL,KON
sr:competitor:148276,"Zheng, Wushuang",China,CHN,ZHE
sr:competitor:189384,"Kulambayeva, Zhibek",Kazakhstan,KAZ,KUL
sr:competitor:143146,"Smith, Alana",USA,USA,SMI
sr:competitor:71284,"Bains, Naiktha",Great Britain,GBR,BAI
sr:competitor:65610,"Wagner, Anita",Bosnia & Herzegovina,BIH,WAG
sr:competitor:42339,"Garcia, Caroline",France,FRA,GAR
sr:competitor:137932,"Mikulskyte, Justina",Lithuania,LTU,MIK
sr:competitor:137990,"Failla, Jessica",USA,USA,FAI
